Status,Adult Mortality,BMI,HIV/AIDS,Diphtheria,thinness  1-19 years,Polio,GDP,Alcohol,Income composition of resources,Schooling,Life expectancy
0,314.0,16.9,2.0,6.0,11.5,6.0,1766.947595,1.43,0.677,12.3,54.3
0,323.0,16.5,2.1,54.0,11.7,52.0,1766.947595,1.44,0.677,12.3,53.5
0,332.0,16.1,2.2,41.0,11.9,47.0,1766.947595,1.83,0.677,12.3,52.8
0,341.0,15.7,2.4,38.0,12.1,4.0,1766.947595,1.85,0.677,12.3,52.1
0,34.0,15.3,2.4,3.0,12.2,3.0,1766.947595,1.9,0.677,12.3,51.8
0,346.0,14.9,2.5,4.0,12.4,42.0,1766.947595,1.98,0.677,12.3,51.3
1,71.0,58.8,0.1,93.0,1.1,93.0,5314.64416,3.755,0.923,19.2,86.0
1,73.0,58.4,0.1,94.0,1.1,94.0,62425.5392,9.64,0.926,19.2,84.0
1,75.0,58.1,0.1,94.0,1.1,94.0,61191.19263,9.5,0.924,18.7,81.0
1,76.0,57.7,0.1,94.0,1.1,94.0,5857.521,9.26,0.922,18.4,80.0
1,79.0,57.4,0.1,91.0,1.1,91.0,61753.667,10.47,0.91,16.9,79.7
1,84.0,57.0,0.1,9.0,1.1,9.0,5841.41122,10.28,0.906,16.8,79.2
1,86.0,56.6,0.1,89.0,1.1,89.0,58163.29359,10.08,0.906,16.8,78.9
1,88.0,56.3,0.1,88.0,1.1,88.0,64322.6664,10.7,0.906,16.8,78.8
1,93.0,55.9,0.1,87.0,1.2,87.0,58487.451,10.99,0.904,16.7,78.4
1,93.0,55.4,0.1,93.0,1.2,93.0,5226.99311,11.02,0.902,16.9,78.1
1,92.0,55.0,0.1,93.0,1.2,93.0,48799.8237,11.28,0.897,16.6,78.1
1,98.0,54.4,0.1,95.0,1.2,95.0,46511.6457,11.27,0.893,16.5,77.7
1,11.0,53.9,0.1,96.0,1.2,96.0,4458.7764,11.54,0.882,16.3,77.3
1,14.0,53.3,0.1,98.0,1.2,98.0,33228.69291,11.34,0.875,16.6,77.0
1,12.0,52.8,0.1,97.0,1.3,97.0,3751.64946,11.56,0.862,16.2,77.0
1,12.0,52.2,0.1,97.0,1.3,97.0,3743.55917,11.69,0.86,16.5,76.9
0,241.0,35.0,2.1,84.0,5.6,84.0,1862.167274,3.755,0.47,6.3,63.5
0,252.0,34.4,2.1,78.0,5.6,78.0,174.91511,0.38,0.467,6.3,63.0
0,256.0,33.8,2.1,82.0,5.6,82.0,1622.637974,0.53,0.464,6.3,62.7
0,263.0,33.2,1.9,81.0,5.6,81.0,1536.15685,0.52,0.46,6.3,62.2
0,268.0,32.7,2.7,87.0,5.6,87.0,143.986898,0.39,0.451,5.9,61.8
0,273.0,32.2,3.1,88.0,5.6,88.0,1325.99724,0.44,0.441,5.5,61.3
0,279.0,31.7,3.2,89.0,5.7,89.0,1253.657431,0.49,0.436,5.3,69.0
0,289.0,31.3,3.3,89.0,5.7,89.0,1214.77118,0.49,0.427,5.0,62.0
0,296.0,3.9,3.5,88.0,5.8,88.0,147.586896,0.45,0.416,4.5,59.8
0,39.0,3.6,3.7,72.0,5.8,72.0,965.6693779,1.02,0.405,4.3,59.1
0,318.0,3.2,3.9,71.0,5.9,71.0,94.7297489,1.23,0.396,4.0,58.6
0,326.0,29.8,4.0,64.0,6.0,64.0,864.184726,1.18,0.388,3.7,58.1
0,325.0,29.4,4.2,68.0,6.1,68.0,819.974118,1.02,0.378,3.5,58.0
0,322.0,29.0,4.3,62.0,6.2,62.0,792.15412,1.03,0.372,3.3,57.9
0,323.0,28.6,4.3,53.0,6.3,49.0,781.2322196,0.95,0.363,2.9,57.7
0,325.0,28.2,4.1,46.0,6.4,46.0,768.176767,1.34,0.361,2.9,57.4
0,144.0,58.4,0.1,96.0,2.7,96.0,722.75665,0.01,0.721,12.7,72.1
0,152.0,58.9,0.3,85.0,3.3,87.0,6468.471648,3.755,0.718,13.2,73.9
0,154.0,57.9,0.3,91.0,3.3,9.0,6268.692122,5.92,0.712,13.2,73.6
0,157.0,56.8,0.3,83.0,3.3,82.0,627.55544,5.93,0.709,13.2,73.4
0,174.0,55.8,0.4,85.0,3.3,85.0,5968.876767,5.93,0.706,13.1,72.1
0,16.0,54.7,0.7,84.0,3.3,84.0,5759.643,5.91,0.703,13.0,73.1
0,166.0,53.6,0.9,88.0,3.3,85.0,5451.6696,6.02,0.697,12.9,72.7
0,157.0,52.6,1.2,82.0,3.4,85.0,4952.67753,6.05,0.695,12.9,73.6
0,161.0,51.5,1.4,82.0,3.4,86.0,511.37937,6.12,0.692,12.8,73.3
0,164.0,5.4,1.6,85.0,3.4,86.0,4647.31359,6.05,0.685,12.7,72.9
0,178.0,49.3,1.8,89.0,3.5,88.0,3836.468771,6.2,0.677,12.6,72.3
0,28.0,48.2,2.0,87.0,3.5,86.0,3681.5993,5.71,0.668,12.6,69.7
0,214.0,47.2,2.1,79.0,3.6,66.0,2421.9662,5.16,0.666,12.5,69.3
0,22.0,46.1,2.3,79.0,3.6,65.0,2372.628827,6.32,0.665,12.4,73.0
0,189.0,45.1,2.4,82.0,3.7,74.0,38.46578,6.43,0.66,12.3,71.4
0,188.0,44.1,2.5,72.0,3.8,71.0,2862.154836,6.13,0.656,12.3,71.2
0,176.0,43.1,2.5,78.0,3.8,71.0,282.4242,6.58,0.651,12.2,72.0
0,118.0,54.2,0.1,78.0,1.2,84.0,625.62224,3.755,0.739,14.0,76.2
0,121.0,53.5,0.1,83.0,1.2,84.0,6432.216537,3.82,0.737,14.0,76.0
0,121.0,52.8,0.1,87.0,1.3,87.0,674.9829,3.77,0.725,13.4,76.0
0,127.0,52.1,0.1,87.0,1.3,85.0,572.14313,3.92,0.717,13.3,75.5
0,131.0,51.4,0.1,88.0,1.3,85.0,5223.351763,3.99,0.71,13.2,75.3
0,134.0,5.7,0.1,91.0,1.3,88.0,4657.32361,3.95,0.703,13.1,75.0
0,137.0,5.0,0.1,94.0,1.3,91.0,4255.56571,3.87,0.702,13.1,75.1
0,139.0,49.3,0.1,96.0,1.3,94.0,4274.95265,3.76,0.698,13.0,74.6
0,14.0,48.6,0.2,96.0,1.4,95.0,359.71886,3.63,0.696,12.9,74.7
0,144.0,47.9,0.3,96.0,1.4,92.0,335.786541,3.52,0.693,12.8,74.4
0,151.0,47.2,0.3,92.0,1.4,89.0,321.942547,3.54,0.688,12.8,74.2
0,148.0,46.5,0.3,88.0,1.5,9.0,278.557892,3.65,0.682,12.7,74.4
0,151.0,45.8,0.3,87.0,1.5,97.0,244.46898,3.69,0.679,12.6,74.4
0,157.0,45.1,0.3,88.0,1.5,88.0,2183.966796,3.88,0.675,12.5,73.6
0,158.0,44.3,0.3,89.0,1.6,9.0,193.741571,4.13,0.67,12.4,73.4
0,163.0,43.6,0.3,87.0,1.6,83.0,1451.29776,3.99,0.668,12.4,72.8
0,159.0,61.1,0.1,93.0,2.8,93.0,1766.947595,3.755,0.688,13.1,79.0
0,161.0,6.2,0.1,94.0,2.8,94.0,1766.947595,0.21,0.686,13.1,78.0
0,159.0,59.4,0.1,97.0,2.9,97.0,1766.947595,0.21,0.681,12.8,79.0
0,165.0,58.6,0.1,93.0,2.9,93.0,1766.947595,0.23,0.673,12.4,72.0
0,168.0,57.8,0.1,96.0,2.9,96.0,1766.947595,0.22,0.671,12.4,74.0
0,173.0,57.0,0.1,97.0,3.0,97.0,1766.947595,0.22,0.665,12.2,70.0
0,174.0,56.2,0.1,97.0,3.0,97.0,1766.947595,0.21,0.659,12.0,69.9
0,172.0,55.5,0.1,97.0,3.1,97.0,1766.947595,0.24,0.651,11.9,69.8
0,171.0,54.8,0.1,98.0,3.1,98.0,1766.947595,0.21,0.644,11.7,69.7
0,175.0,54.2,0.1,98.0,3.2,98.0,1766.947595,0.18,0.636,11.5,69.5
0,174.0,53.5,0.1,98.0,3.2,98.0,1766.947595,0.16,0.629,11.4,69.4
0,176.0,52.9,0.1,97.0,3.3,97.0,1766.947595,0.16,0.623,11.2,69.0
0,178.0,52.3,0.1,98.0,3.3,98.0,1766.947595,0.15,0.621,11.3,68.6
0,177.0,51.8,0.1,97.0,3.4,97.0,1766.947595,0.15,0.617,11.2,68.7
0,177.0,51.2,0.1,99.0,3.5,99.0,1766.947595,0.14,0.612,11.1,68.6
0,171.0,5.7,0.1,98.0,3.6,98.0,1766.947595,0.14,0.606,11.0,68.8
0,178.0,56.1,0.2,91.0,1.6,92.0,4127.11775,3.755,0.678,13.2,73.5
0,181.0,55.4,0.2,94.0,1.6,93.0,3988.771871,2.52,0.676,13.2,73.3
0,184.0,54.7,0.2,92.0,1.6,92.0,3895.664491,2.42,0.675,13.2,73.0
0,181.0,54.1,0.3,92.0,1.6,93.0,3827.786267,2.48,0.67,13.2,73.0
0,197.0,53.4,0.3,89.0,1.7,9.0,3736.58713,2.37,0.666,13.0,72.0
0,191.0,52.8,0.3,89.0,1.7,89.0,3474.392445,2.36,0.662,12.9,72.0
0,23.0,52.1,0.3,91.0,1.7,91.0,3366.482133,2.55,0.662,12.8,71.4
0,194.0,51.4,0.3,98.0,1.8,98.0,357.347674,2.68,0.659,13.4,71.7
0,23.0,5.8,0.3,99.0,1.8,99.0,334.83817,2.83,0.657,12.9,71.2
0,211.0,5.1,0.2,96.0,1.8,96.0,362.951768,2.77,0.651,12.9,75.0
0,213.0,49.4,0.2,89.0,1.9,89.0,2835.281237,2.77,0.644,12.7,71.0
0,215.0,48.6,0.3,9.0,1.9,9.0,2632.79942,2.9,0.636,12.4,70.0
0,29.0,47.8,0.3,94.0,2.0,93.0,2519.737387,3.1,0.628,12.0,69.9
0,24.0,47.0,0.4,81.0,2.0,81.0,248.4125,2.97,0.621,11.8,73.0
0,219.0,46.2,0.4,92.0,2.1,94.0,2338.772244,2.88,0.615,11.6,68.9
0,218.0,45.3,0.4,99.0,2.1,98.0,2238.4116,2.79,0.607,11.3,69.0
0,32.0,24.5,4.2,16.0,8.4,17.0,1347.31257,3.755,0.582,9.2,58.2
0,32.0,24.0,4.4,2.0,8.5,24.0,192.59733,0.01,0.582,9.2,57.9
0,327.0,23.5,5.7,3.0,8.6,3.0,2246.9938,10.72,0.586,9.2,57.4
0,337.0,23.0,8.2,24.0,8.7,3.0,21557.6528,11.89,0.583,9.2,56.7
0,344.0,22.6,7.7,41.0,8.9,39.0,21451.88617,10.99,0.58,9.2,56.2
0,339.0,22.1,7.2,44.0,9.0,59.0,17136.44568,9.93,0.589,9.2,56.1
0,34.0,21.7,7.3,43.0,9.2,57.0,1653.2937,7.97,0.59,9.1,55.7
0,338.0,21.3,6.3,42.0,9.3,55.0,22742.38159,8.34,0.592,9.1,55.4
0,339.0,2.9,5.9,41.0,9.5,54.0,15761.83913,6.86,0.587,9.0,55.0
0,337.0,2.5,5.3,4.0,9.7,52.0,12732.2759,7.28,0.569,9.0,54.8
0,337.0,2.2,4.9,39.0,9.8,5.0,185.63334,7.19,0.563,8.7,54.4
0,336.0,19.8,4.4,38.0,1.0,48.0,685.34897,6.28,0.553,8.5,54.1
0,334.0,19.5,3.6,37.0,1.2,46.0,3577.176197,7.13,0.554,8.4,53.8
0,334.0,19.1,2.9,36.0,1.4,44.0,2711.17114,6.01,0.542,8.2,53.5
0,334.0,18.7,2.3,35.0,1.6,43.0,2283.87939,5.07,0.527,8.0,53.1
0,336.0,18.3,1.9,34.0,1.7,41.0,172.68491,4.46,0.0,0.0,52.7
0,255.0,18.6,0.4,95.0,8.4,95.0,1766.947595,3.755,0.418,5.0,64.7
0,261.0,18.0,0.4,94.0,8.5,94.0,1766.947595,0.01,0.416,5.0,64.4
0,266.0,17.5,0.5,94.0,8.6,94.0,1766.947595,0.01,0.414,5.0,64.0
0,274.0,17.0,0.6,94.0,8.7,94.0,1766.947595,0.01,0.41,5.0,63.6
0,286.0,16.5,0.7,96.0,8.8,96.0,582.775532,0.62,0.405,5.0,62.9
0,298.0,16.0,0.9,9.0,8.9,9.0,482.14994,0.61,0.404,5.1,62.1
0,311.0,15.5,1.0,92.0,9.0,92.0,43.7544499,0.63,0.402,5.2,61.4
0,322.0,15.1,1.1,94.0,9.1,94.0,326.825642,0.49,0.406,5.2,67.0
0,329.0,14.7,1.3,91.0,9.2,91.0,317.3294336,1.23,0.405,5.3,62.0
0,336.0,14.3,1.4,94.0,9.3,94.0,297.828588,0.97,0.405,5.3,59.7
0,34.0,13.9,1.6,96.0,9.4,96.0,276.75896,1.07,0.0,5.4,59.4
0,342.0,13.6,1.8,98.0,9.6,98.0,287.4222243,0.64,0.0,5.0,59.1
0,343.0,13.3,1.9,93.0,9.7,95.0,232.7945459,0.56,0.0,4.7,58.8
0,343.0,13.1,1.9,9.0,9.9,92.0,21.7687981,0.83,0.0,4.4,58.5
0,345.0,12.8,2.0,86.0,1.0,89.0,215.139213,0.61,0.0,4.3,58.1
0,593.0,12.6,1.9,81.0,1.2,82.0,28.1969487,0.83,0.0,3.9,45.3
0,119.0,59.9,0.1,93.0,1.9,93.0,1774.9291,3.755,0.863,16.5,77.6
0,122.0,59.4,0.1,93.0,1.9,93.0,19941.45532,0.01,0.86,16.5,77.3
0,127.0,59.0,0.1,94.0,1.9,94.0,1929.7746,0.01,0.856,16.5,76.9
0,135.0,58.5,0.1,94.0,1.9,94.0,17421.8922,0.01,0.85,16.5,76.3
0,138.0,58.0,0.1,93.0,1.9,93.0,17454.84342,0.01,0.838,16.4,76.1
0,137.0,57.6,0.1,94.0,1.9,94.0,14638.6482,14.97,0.833,16.2,75.6
0,156.0,57.1,0.1,95.0,2.0,95.0,14726.31828,15.04,0.836,16.1,74.9
0,167.0,56.7,0.1,95.0,2.0,95.0,1894.5485,16.99,0.835,16.1,74.2
0,189.0,56.3,0.1,95.0,2.0,95.0,16586.452,17.87,0.829,16.1,73.0
0,188.0,55.9,0.1,95.0,2.1,95.0,12595.4165,16.58,0.822,16.1,73.0
0,189.0,55.5,0.1,96.0,2.1,96.0,1338.31322,15.52,0.812,15.9,72.8
0,195.0,55.2,0.1,94.0,2.2,95.0,885.465115,15.07,0.805,15.7,72.3
0,199.0,54.9,0.1,94.0,2.2,95.0,7174.237415,11.64,0.798,15.6,71.9
0,211.0,54.6,0.1,94.0,2.3,94.0,538.347781,11.48,0.791,15.4,71.2
0,225.0,54.3,0.1,94.0,2.4,94.0,4498.95727,0.01,0.781,15.0,78.0
0,218.0,54.0,0.1,93.0,2.5,93.0,47.32827,0.01,0.764,14.4,78.0
0,225.0,17.6,0.6,77.0,1.4,75.0,645.4637627,3.755,0.441,8.4,64.8
0,234.0,17.2,0.6,77.0,1.5,75.0,571.1622759,0.01,0.435,8.4,64.2
0,237.0,16.8,0.9,72.0,1.6,7.0,52.1535887,1.86,0.427,8.4,63.7
0,241.0,16.4,1.2,69.0,1.7,7.0,468.567249,1.84,0.422,8.4,63.3
0,249.0,16.0,1.4,65.0,1.9,7.0,354.8463544,1.32,0.411,8.2,62.6
0,261.0,15.6,1.7,61.0,11.0,69.0,341.39992,1.34,0.401,8.1,61.8
0,274.0,15.3,2.0,58.0,11.1,65.0,379.7566385,1.17,0.393,8.1,68.0
0,289.0,14.9,2.4,54.0,11.2,63.0,325.3825543,1.13,0.378,7.6,59.8
0,39.0,14.5,2.8,5.0,11.3,61.0,243.326822,1.06,0.362,7.1,58.5
0,328.0,14.2,3.3,46.0,11.4,59.0,193.794956,1.22,0.346,6.6,57.2
0,343.0,13.8,3.7,44.0,11.5,56.0,161.6266248,0.99,0.325,5.8,56.0
0,354.0,13.5,4.1,4.0,11.5,54.0,135.7623858,0.86,0.31,5.4,55.0
0,363.0,13.2,4.4,37.0,11.6,55.0,118.8734466,0.79,0.306,5.2,54.0
0,369.0,12.9,4.6,35.0,11.7,55.0,111.3634356,0.8,0.298,4.9,53.2
0,372.0,12.6,4.9,32.0,11.8,55.0,12.1789279,0.85,0.283,4.3,52.5
0,391.0,12.3,5.0,3.0,11.9,55.0,123.876257,0.88,0.0,3.9,51.2
0,188.0,62.7,0.1,99.0,4.0,99.0,4921.89629,3.755,0.734,15.3,69.9
0,19.0,61.9,0.1,99.0,4.0,99.0,546.3728,0.01,0.727,15.2,69.7
0,192.0,61.1,0.1,99.0,4.0,99.0,4763.68956,0.01,0.719,15.0,69.6
0,195.0,6.2,0.1,99.0,4.0,99.0,4546.73854,0.01,0.714,14.9,69.4
0,197.0,59.5,0.1,99.0,4.0,99.0,4353.121392,0.01,0.709,14.7,69.2
0,2.0,58.7,0.1,99.0,4.0,99.0,3651.966784,2.25,0.706,14.6,69.1
0,23.0,58.0,0.1,99.0,4.0,99.0,3369.48247,2.31,0.704,14.5,68.9
0,26.0,57.3,0.1,99.0,4.0,99.0,4177.657789,1.95,0.7,14.3,68.7
0,29.0,56.6,0.1,99.0,4.1,99.0,478.82327,2.09,0.698,14.2,68.6
0,211.0,55.9,0.1,98.0,4.1,98.0,3749.939813,2.06,0.695,14.0,68.5
0,214.0,55.1,0.1,96.0,4.1,97.0,3658.63832,2.02,0.699,13.9,68.3
0,218.0,54.2,0.1,95.0,4.2,96.0,3332.918533,1.63,0.691,13.4,68.1
0,22.0,53.2,0.1,94.0,4.2,95.0,2835.973972,1.76,0.689,13.3,68.0
0,22.0,52.2,0.1,93.0,4.2,94.0,2259.55796,1.85,0.687,13.3,67.9
0,221.0,51.2,0.1,91.0,4.3,92.0,238.891729,1.93,0.683,13.2,67.8
0,221.0,5.2,0.1,9.0,4.3,91.0,276.1338,2.05,0.681,13.1,67.7
0,76.0,62.1,0.1,97.0,0.9,97.0,4245.39744,3.755,0.893,17.0,81.1
0,78.0,61.7,0.1,98.0,0.9,98.0,49914.61864,8.8,0.89,17.0,89.0
0,79.0,61.4,0.1,98.0,0.9,98.0,49638.7713,8.97,0.887,17.0,87.0
0,82.0,61.0,0.1,99.0,0.9,99.0,47415.55987,9.24,0.884,17.0,84.0
0,86.0,6.6,0.1,99.0,0.9,99.0,579.72415,9.81,0.878,16.9,83.0
0,89.0,6.2,0.1,99.0,0.9,99.0,4622.41516,9.72,0.874,16.8,79.9
0,91.0,59.8,0.1,99.0,0.9,99.0,4717.15571,9.96,0.878,17.0,79.7
0,94.0,59.4,0.1,99.0,0.9,97.0,5341.31487,10.26,0.876,17.1,79.6
0,96.0,59.0,0.1,99.0,0.9,97.0,48288.5491,10.45,0.873,17.2,79.3
0,96.0,58.6,0.1,97.0,0.9,97.0,4112.67651,10.15,0.869,17.2,79.2
0,11.0,58.1,0.1,97.0,0.9,97.0,38969.17163,9.95,0.864,17.1,78.9
0,12.0,57.6,0.1,98.0,0.9,96.0,37636.11173,9.89,0.869,18.3,78.7
0,98.0,57.1,0.1,98.0,0.9,96.0,32816.1688,9.31,0.866,18.1,78.4
0,98.0,56.6,0.1,98.0,0.9,95.0,26834.2625,9.25,0.863,18.0,78.1
0,1.0,56.1,0.1,98.0,0.9,95.0,24913.24452,8.94,0.856,17.7,78.0
0,15.0,55.5,0.1,99.0,0.9,96.0,24253.2542,8.59,0.847,17.3,77.5
0,78.0,62.5,0.1,98.0,0.7,98.0,36526.7711,3.755,0.894,16.3,82.4
0,79.0,62.0,0.1,98.0,0.6,98.0,42955.24287,11.5,0.89,16.2,82.2
0,81.0,61.6,0.1,99.0,0.6,99.0,42554.1225,11.1,0.887,16.2,82.0
0,83.0,61.1,0.1,99.0,0.6,99.0,4838.2444,11.5,0.885,16.1,81.5
0,83.0,6.6,0.1,99.0,0.6,99.0,4381.288,11.8,0.882,16.1,81.7
0,86.0,6.1,0.1,99.0,0.6,99.0,473.34279,11.7,0.879,16.0,81.3
0,88.0,59.6,0.1,98.0,0.6,98.0,41631.13141,11.8,0.879,16.0,81.1
0,88.0,59.1,0.1,98.0,0.6,98.0,45413.6571,11.9,0.877,16.1,89.0
0,89.0,58.6,0.1,98.0,0.6,99.0,416.58397,12.2,0.873,16.1,89.0
0,92.0,58.0,0.1,99.0,0.6,99.0,36544.5853,12.4,0.87,16.1,86.0
0,93.0,57.5,0.1,98.0,0.6,98.0,34879.72633,12.2,0.86,15.5,81.0
0,94.0,57.0,0.1,98.0,0.6,99.0,33874.74255,13.18,0.857,15.5,82.0
0,99.0,56.4,0.1,97.0,0.6,96.0,29691.18158,13.49,0.852,15.4,79.3
0,11.0,55.8,0.1,97.0,0.7,97.0,24275.2426,13.78,0.851,15.5,79.2
0,13.0,55.2,0.1,97.0,0.7,98.0,22527.31775,13.89,0.849,15.6,79.0
0,13.0,54.6,0.1,97.0,0.7,98.0,22465.64184,13.63,0.844,15.7,78.8
0,229.0,36.3,2.7,8.0,6.1,79.0,7388.984144,3.755,0.694,12.6,66.0
0,237.0,35.8,2.8,7.0,6.1,68.0,9692.163874,0.01,0.687,12.6,65.5
0,255.0,35.2,3.7,79.0,6.2,77.0,9679.742995,8.86,0.678,12.5,64.6
0,276.0,34.6,4.9,82.0,6.3,8.0,9774.18117,8.3,0.669,12.5,63.5
0,289.0,34.1,6.0,75.0,6.4,75.0,1716.2258,8.9,0.664,12.5,62.8
0,294.0,33.5,7.0,67.0,6.5,68.0,8754.113376,8.85,0.66,12.5,62.3
0,31.0,33.0,8.0,76.0,6.7,74.0,763.66223,8.64,0.652,12.4,61.7
0,298.0,32.4,8.9,82.0,6.8,81.0,194.2746,8.75,0.651,12.4,61.6
0,291.0,31.9,10.0,81.0,6.9,78.0,8352.81711,9.02,0.645,12.4,61.6
0,288.0,31.4,10.7,45.0,7.1,44.0,727.777345,8.01,0.646,12.4,61.4
0,37.0,3.8,10.9,45.0,7.2,44.0,6741.293948,7.72,0.64,12.4,65.0
0,322.0,3.3,11.1,45.0,7.4,44.0,5685.577736,8.13,0.64,12.3,59.7
0,32.0,29.8,11.0,45.0,7.5,44.0,4892.11618,6.47,0.638,12.3,59.7
0,315.0,29.2,10.7,45.0,7.7,44.0,412.55271,8.34,0.636,12.3,59.7
0,37.0,28.7,10.1,45.0,7.8,44.0,3976.14887,9.29,0.633,12.3,59.8
0,296.0,28.1,9.5,45.0,8.0,44.0,4116.46693,8.87,0.637,12.2,61.0
0,262.0,27.3,1.7,97.0,7.3,96.0,1766.947595,3.755,0.45,8.9,61.1
0,266.0,26.7,1.7,96.0,7.5,97.0,1766.947595,0.01,0.449,8.9,68.0
0,266.0,26.0,1.6,97.0,7.6,96.0,1766.947595,0.01,0.445,8.9,66.0
0,269.0,25.4,1.4,98.0,7.8,98.0,1766.947595,0.01,0.44,8.8,62.0
0,277.0,24.8,1.8,96.0,8.0,95.0,1766.947595,3.41,0.441,8.7,59.8
0,284.0,24.1,2.1,97.0,8.2,97.0,1766.947595,3.48,0.439,8.8,59.3
0,286.0,23.5,2.7,98.0,8.4,97.0,1766.947595,2.99,0.434,8.9,59.0
0,287.0,22.8,3.0,96.0,8.6,96.0,1766.947595,2.79,0.426,8.6,58.7
0,288.0,22.2,3.1,95.0,8.8,94.0,1766.947595,2.64,0.42,8.4,58.5
0,288.0,21.5,3.0,95.0,9.0,94.0,1766.947595,2.93,0.415,8.1,58.2
0,294.0,2.9,3.0,95.0,9.2,94.0,1766.947595,2.26,0.412,7.8,57.7
0,296.0,2.3,2.9,87.0,9.4,88.0,1766.947595,2.51,0.404,7.6,57.3
0,297.0,19.7,2.7,87.0,9.6,87.0,1766.947595,2.47,0.395,7.3,57.0
0,298.0,19.1,2.5,87.0,9.8,86.0,1766.947595,2.08,0.392,7.0,56.6
0,3.0,18.5,2.3,87.0,1.0,85.0,1766.947595,2.25,0.384,6.8,56.3
0,33.0,18.0,2.0,8.0,1.2,84.0,1766.947595,2.18,0.377,6.5,55.9
0,129.0,56.2,0.1,94.0,2.7,91.0,3764.64912,3.755,0.768,13.9,74.4
0,125.0,55.3,0.1,91.0,2.7,91.0,4429.6575,6.13,0.759,13.5,74.5
0,128.0,54.4,0.1,93.0,2.7,94.0,4274.376857,5.91,0.755,13.5,74.5
0,13.0,53.6,0.1,92.0,2.6,93.0,4142.869175,7.71,0.749,13.4,74.2
0,127.0,52.8,0.1,94.0,2.6,88.0,3725.63221,8.14,0.742,13.3,73.9
0,132.0,52.0,0.1,92.0,2.6,88.0,2964.47734,7.24,0.738,13.3,73.8
0,133.0,51.3,0.1,88.0,2.6,93.0,276.588512,6.66,0.734,12.8,73.2
0,128.0,5.5,0.1,92.0,2.6,9.0,3174.9491,7.17,0.735,13.1,73.9
0,12.0,49.9,0.1,98.0,2.7,88.0,2492.12878,8.65,0.722,12.5,74.4
0,126.0,49.2,0.1,88.0,2.7,89.0,1872.68416,6.18,0.714,12.6,73.9
0,128.0,48.6,0.1,82.0,2.8,82.0,153.57521,4.7,0.703,12.2,73.9
0,134.0,48.1,0.1,78.0,2.8,66.0,127.367228,3.74,0.694,12.0,72.3
0,132.0,47.5,0.1,75.0,2.9,74.0,928.18227,3.36,0.684,11.8,72.7
0,142.0,47.0,0.1,84.0,2.9,89.0,779.3845935,2.72,0.677,11.8,71.7
0,121.0,46.5,0.1,87.0,3.0,83.0,733.974142,2.76,0.673,11.7,73.0
0,129.0,46.0,0.1,8.0,3.1,81.0,691.997711,3.28,0.0,11.4,71.8
1,68.0,62.3,0.1,95.0,1.1,94.0,41176.88158,3.755,0.924,17.1,81.0
1,69.0,61.9,0.1,95.0,1.1,94.0,4792.65288,11.03,0.92,17.0,89.0
1,71.0,61.4,0.1,95.0,1.1,94.0,4653.91143,10.94,0.919,16.9,86.0
1,71.0,6.9,0.1,95.0,1.1,94.0,4465.24891,11.18,0.916,16.9,86.0
1,74.0,6.4,0.1,95.0,1.1,94.0,4681.32796,11.2,0.912,16.8,85.0
1,76.0,59.9,0.1,95.0,1.1,94.0,41785.55691,11.2,0.907,16.7,81.0
1,79.0,59.5,0.1,96.0,1.1,95.0,41732.7725,11.22,0.906,16.7,80.0
1,8.0,59.0,0.1,96.0,1.1,95.0,45699.19832,11.36,0.903,16.6,79.9
1,82.0,58.5,0.1,96.0,1.1,95.0,41814.8191,11.5,0.898,16.6,79.8
1,84.0,58.0,0.1,96.0,1.1,94.0,36447.87232,11.76,0.892,16.5,79.6
1,85.0,57.6,0.1,96.0,1.1,95.0,34696.6292,11.67,0.884,16.4,79.2
1,86.0,57.1,0.1,96.0,1.1,96.0,34165.9343,11.83,0.877,16.4,79.1
1,9.0,56.6,0.1,97.0,1.1,96.0,3359.95215,11.92,0.872,16.3,78.5
1,91.0,56.1,0.1,93.0,1.2,97.0,2525.16445,12.25,0.867,16.3,78.4
1,92.0,55.6,0.1,93.0,1.2,96.0,23687.31689,12.46,0.86,16.2,78.3
1,95.0,55.1,0.1,9.0,1.2,94.0,23718.7467,12.91,0.855,16.2,78.0
0,249.0,28.6,0.7,88.0,6.2,88.0,1361.11395,3.755,0.575,11.4,62.4
0,253.0,28.0,0.8,98.0,6.4,93.0,1432.227943,0.01,0.576,11.7,62.1
0,254.0,27.3,0.9,9.0,6.6,91.0,1814.492297,0.01,0.57,11.5,61.9
0,257.0,26.7,0.9,92.0,6.7,91.0,1629.8222,0.01,0.563,11.2,61.6
0,263.0,26.1,1.3,91.0,6.9,91.0,1574.978653,1.64,0.554,10.9,61.2
0,267.0,25.5,1.9,94.0,7.1,94.0,1312.67557,1.69,0.547,10.5,69.0
0,271.0,24.9,2.1,94.0,7.3,94.0,186.76538,1.76,0.542,10.4,66.0
0,275.0,24.2,2.2,93.0,7.5,92.0,1224.41554,1.78,0.53,9.8,63.0
0,28.0,23.6,2.6,94.0,7.7,94.0,19.686718,1.25,0.519,9.1,59.9
0,288.0,23.0,2.9,84.0,7.9,84.0,922.9351677,1.7,0.51,8.7,59.4
0,296.0,22.4,3.1,84.0,8.1,85.0,498.172394,1.5,0.499,8.1,58.9
0,34.0,21.8,3.2,8.0,8.4,81.0,423.1936389,1.46,0.491,7.7,58.3
